actor,cast_ranking,character,episode_name
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Teri Polo,Marshall Allman,Stephen Schnetzer,Ned Eisenberg,Anne James,Caren Browning,Tom Noonan,Josh Charles,Kristen Rozanski,Gabe Doran,Aaron Mayer,Liam & Owen Wright,Kent Cassella,Edelen McWilliams,Joe Conti,Jay Devore,Abraham Amkpa,Tom Hatton,Jason Etter,Paul Jude Letersky,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Dana Kelley,Eric Byers,Dr. Engles,Roger Kressler,Dr. Jane Larom,CSU Captain Judith Siper,Jake Berlin,Sean Kelley,Lisa Deering,Frank Deering,Cory Kelley,Boy,Uniformed Cop,CSU Tech,Frat Boy #1,Frat Boy #2,Frat Boy #3,Frat Boy #4,Frat Boy #5,Squad Room Detective,Opening Announcer",Confession
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Ellen Burstyn,Isabel Gillies,Fiona Dourif,Steven Flynn,Allison Siko,Lizette Carrion,Harvey Atkin,CCH Pounder,Sarah Jenkins,Deep Katdare,Megan Tusing,Rob Welsh,Jay Sullivan,Brian Anthony Wilson,Peter O'Hara,Edelen McWilliams,Erica Bradshaw,Sheila Kay,Robert Mauzell,Ed Kalegi,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Bernie Stabler,Kathy Stabler,Detective Nikki Breslin,Mr. Foster,Kathleen Stabler,A.D.A. Kristen Torres,Judge Alan Ridenour,Carolyn Maddox,Ronda Foster,Dr. Parnell,Julia,Will,Boy,Det. Jawarski,Det. Corman,CSU Tech,Court Clerk,Waitress,Corrections Officer,University Professor,Opening Announcer",Swing
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,James Brolin,Danny Mastrogiorgio,Dane DeHaan,Annika Boras,Kristina Klebe,Betty Buckley,Chris Elliott,Therese Plummer,Edwin Sean Patterson,Jeffrey Scaperrotta,Bruce-Robert Serafin,Beth Dzuricky,Daniel Hall,Briana Marin,Tim Rouhana,Devon Pipars,Matthew DeCapua,Cecile Monteyne,Marc Fogel,John McNamara,Joe Remy Dolinsky,Bill Walters,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Colonel Richard Finley,Orlando McTeer,Vincent Beckwith,Leslie Schuster,Marga Janssen,Attorney Walsh,Anton Thibodeaux,Andrea Patwin,Lance Corliss,Dickie Stabler,Eddie De Pablo,Mrs. De Pablo,Darren,Rosie,Scott,Cindy,Rick,Janice,Gas Station Attendant,Bartender,ME Tech,Crime Scene Observer,Opening Announcer",Lunacy
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Martin Mull,Paula Malcomson,Aidan Mitchell,Babs Olusanmokun,Austin Lysy,Joel de la Fuente,Peter McRobbie,Richard Joseph Paul,Viola Davis,Donna Murphy,Antu Yacob,Jessica Pimentel,Owen Campbell,Tom Lucca,Derek Michalak,Bill Anagnos,Bill Kocis,Marvina Vinique,Jordan Evans,Frank Ferruccio,Samantha Ryan Maisano,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Dr. Gideon Hutton,Susan Ross,Tommy Ross,Mr. Marong,Russell Hunter,TARU Tech Ruben Morales,Judge Walter Bradley,Jack Luftin,Donna Emmett,Dr. Raye Massey,Ida Jallow,Joanne Suarez,Kyle Fredericks,Lt. Lou Gezmur,Firefighter Peege,Firefighter Fromin,Reporter #1,Reporter #2,Lisa Ross,Onlooker,Roberta Nolan,Opening Announcer",Retro
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Jesse McCartney,John Cullum,Geoffrey Wigdor,Bridget Barkan,David Thornton,Mike Doyle,Joel de la Fuente,Frederick Strother,Philip Ettinger,Jess Varley,Ray Abruzzo,Kathrine Narducci,Michael Badalucco,Britt Robertson,Debi Mazar,James McMenamin,Charlotte Colavin,James Strauss,Donna Missal,Magdalena Crujeiras,Wesley Broulik,Matthew Crosby,Erica Bradshaw,Jennifer Butler,Ashley Klein,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Max Matarazzo,Judge Barry Moredock,Donald 'Dizzer' Zuccho,Sara,Lionel Granger,Forensics Tech Ryan O'Halloran,TARU Tech Ruben Morales,Judge Siburt,Alec Bernardi,Fidelia Vidal,Gordon Vidal,Adrianna Vidal,Tom Galli,Christina 'Tina' Divola Bernardi,Peggy Bernardi,Seth,Judge Pongracic,Bianca's Father,Bianca,Carlotta,Waiter,Dining Man,Court Clerk,Bianca's Mother,Girl with Dizzer,Opening Announcer",Babes
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Andrew Divoff,Reg E. Cathey,Isabel Gillies,Vanessa Aspillaga,Carlos Leon,Caitlin FitzGerald,Big Boi,John Bianco,Amelia Alvarez,Deep Katdare,Anthony Spina,Eric Morace,David Shih,Obie Sims,Chris Northrop,Joseph Tudisco,Les Mau,Brooke Baker,Capital Jay,Patrick Byas,Daryl Williams,Pablo Gonzalez,Sean Simms,Elissa Sursara,Fernando Alicea,Omar Scott Benjamin,Gail Bruno,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Andre Bushido,Victor Tybor,Kathy Stabler,Agent Brianna Kalke,Oscar Assadorian,Anna Bleers /             Natalie Bleers,Gots Money,Michael Solano,Regina,Dr. Parnell,Carmanuce Cascone,ESU Lieutenant,Paramedic,Male Driver,Emo,Animal Control Agent,Kuan,Lianna,Gots Boy #1,Got's Boy #2,Gots Boy #3,Gots Boy #4,Gots Boy #5,Activist,Crime Scene Bystander,Detective,Pedestrian,Opening Announcer",Wildlife
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Brenda Blethyn,Clea DuVall,Nathaniel Marston,Peter Hermann,Didi Conn,Mike Doyle,Audrie Neenan,Kelly Bishop,Judith Light,Mike Farrell,David Lipman,Lily Mercer,Joe Novellino,Todd Davis,Erica Bradshaw,Tim Miller,Lee Cunningham,Anne Lockhart,Helene Taylor,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Linnie Malcolm,Mia Latimer,Brent Latimer,Trevor Langan,Nurse,Forensics Tech Ryan O'Halloran,Judge Lois Preston,Julia Zimmer,Judge Elizabeth Donnelly,Jonah Malcolm,Judge Arthur Cohen,Sarah,Security Guard #1,Jury Foreperson,Court Clerk #2,Court Clerk #1,Courtroom Observer,Policewoman,Court Observer,Opening Announcer",Persona
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Ryan Kwanten,Dominic Fumusa,Amy Spanger,Rosa Arredondo,Karen Mason,Jay Patterson,Joanna Merlin,Brooke Adams,Frank Whaley,Jim Coope,Robert C. Kirk,Chris McGinn,Laura Fries,Steven Zirnkilton,Samantha Zweben",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Master Sgt. Dominic Pruitt,Lt. Gary Rosten,Marlene Rosten,Rochelle Rodriguez,Mrs. Crewes,Lt. James Reed,Judge Lena Petrovsky,Margo,Navy Commander Grant Marcus,Landlord,General Bolanger,Attendant,Kayla,Opening Announcer,Jessica Crewes",PTSD
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Michael Trucco,John Cullum,Christy Pusz,Ryan Dunn,Joel de la Fuente,Sharon Washington,Stephen Gregory,Kelly Hu,Christine Ebersole,Asa Somers,Christina Hogue,Autumn Ready Potter,Gregory Gunter,Molly Pope,Skylar Gaertner,Anna Koonin,Elizabeth Flax,Rick Johnson,Sydney Harris,James P. Anderson,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Eric Lutz,Judge Barry Moredock,Laurel Andrews,Riley Slade,TARU Tech Ruben Morales,Dr. Crosthwaite,Dr. Kyle Beresford,Kelly Sun,Hilary Regnier,Colin Andrews,Shannon Browning,Denise,Sam,Mother,Anthony,Vic #1,Nurse,Clerk,Massage Therapist,Detective,Opening Announcer",Smut
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Ellen Woglom,Kate Baldwin,Patrick Collins,Lindsay Crouse,Margaret Reed,Amir Arison,Tess Harper,Natalia Payne,Peter Gray Lewis,Harry Danner,Christopher Mann,Michael Lewis,Ellen Reilly,Nathanael Albright,Peter James Zielinski,Erica Bradshaw,Alexander Garfin,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Heather Hallander,/,Kristen Vucelik,Erica Hallander,Mr. Hallander,Judge Andrews,Defense Lawyer,Dr. Manning,Mrs. Hallander,Nikki Hallander,Carl Vasko,/,Carl Vucelik,Father Mike,Detective Stu Freeland,Reporter Steve Harris,Marcie Vucelik,Paramedic #1,Photographer,Bailiff,Anthony Maxwell,Opening Announcer",Stranger
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Gretchen Egolf,George Tasudis,Sarah Hyland,Misha Kuznetsov,Funda Duval,Aya Cash,Neal Matarazzo,Enid Graham,Will Rogers,Eric Gores,Carol Jacobanis,Anna Stone,Stewart Steinberg,Gabriela Modorcea,Chris Wendelken,Ian McWethy,Lucille Patton,Joanna Lu,Brent Bradley,Juliet Brett,Natalia Zvereva,Stella Stark,Sean Bennett Geoghan,Marsin Mogielski,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,A.D.A. Kendra Gill,Joseph Lychkoff,Jennifer Banks,Alik,Mrs. Lychkoff,Katrina Lychkoff,Ezra Kriegel,Suzanne Banks,Danny Burke,Brian,Jane Siddons,Grace Metcalf,Judge Stallworth,Veronica Pankovich,Eric,Andrew,Tai Chi Student,Tai Chi Instructor,E.S.U. Ostrepiak,Elsa Lychkoff,Girl #1,Girl #2,Young Male Defendant,Student,Opening Announcer",Hothouse
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Dabney Coleman,Ron Eldard,Michelle Ray Smith,Joe Lisi,Michael C. Williams,Daisy Tahan,Wallace Shawn,Burt Young,Edelen McWilliams,Anthony J. Gallo,Chadwick Brown,Bruno Iannone,Alyssa May Gold,Luke Kleintank,Will Blagrove,Tricia Parks,Joseph A. Halsey,Christie Kirk,Moe Bertran,David Boston,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Frank Hager,Geno Parnell,Liz Rinaldi,Parole Officer Craig Lennon,Pete Rinaldi,Rosie Rinaldi,Professor Roy Batters,Eddy Mack,CSU Tech Martin,Louie Buratta,Jake,Porn Clerk,Amy,Greg,Manager,Homeless Woman,Uniform Officer,Dancer,Man,Mobster,Opening Announcer",Snatched
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Wendy Makkena,Frank Grillo,Aisha Hinds,Bridger Zadina,Heidi Marnhout,Dequina Moore,Lea DeLaria,Audrie Neenan,Paul Lazar,Daniela Sea,Alex Kingston,Amir Arison,J. Paul Nicholas,Barbara Rosenblat,Nancy Meyer,Larry Sharp,Edelen McWilliams,Liris Crosse,Jamie Greco,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Ellen Van Kuren,Mark Van Kuren,Jackie Blaine,Henry,/,Hailey Van Kuren,Molly Lambert,Sapphire,Frankie,Judge Lois Preston,Sid Gabbert,Blake,Miranda Pond,Dr. Manning,Linden Delroy,Selma Peters,Priscilla Lambert,Ryan Lambert,CSU Tech Martin,Bambi,Transgender Woman,Opening Announcer",Transitions
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Stephanie March,John Gallagher Jr.,Fredric Lehne,Laura Leigh Hughes,David Thornton,Robert John Burke,Mike Doyle,Joanna Merlin,Ann Dowd,Ross Bickell,Tim Ransom,John Cullum,Mariette Hartley,Lawrence Arancio,Mary Bacon,Max Schneider,Grant Norman,Ron Brice,Ralph Peavy III,Adam Haar,Nathanael Albright,Bill Kocis,Teresa Woods,April Armstrong,Mike Rutkoski,George Aloi,Jess Barbour,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Alexandra Cabot,Jeff Lynwood,Clive Lynwood,Virginia Lynwood,Lionel Granger,Ed Tucker,Forensics Tech Ryan O'Halloran,Judge Lena Petrovsky,Lillian Siefeld,Michael Rowan,Logan Coldwell,Judge Barry Moredock,Lorna Scarry,Doctor Keppler,Mary McTeague,Justin McTeague,Kevin Sammers,Ben Hicks,Brad Hicks,Chuck Paisley,Medic,Reporter #1,Reporter #2,Reporter #3,Jury Foreman,Reporter,Paparazzi,Opening Announcer",Lead
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Stephanie March,Carol Burnett,Robert Klein,Mike Doyle,Noel Fisher,Lindsay Crouse,Vincent Curatola,Matthew Lillard,Yuval Boim,Raquel Almazan,Daniel Frith,James Stahl,Erica Bradshaw,Dionne Audain,Kim Santiago,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Alexandra Cabot,Birdie Sulloway,Dwight Stannich,Forensics Tech Ryan O'Halloran,CSU Tech Dale Stuckey,Judge Andrews,Marv Sulloway,Chet,Efraim Iskiwitz,Maricela,Kevin,Stan,Court Clerk,Woman on Street,Tiki Girl,Opening Announcer",Ballerina
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Stephanie March,Robert Wisdom,Gbenga Akinnagbe,Mike Colter,Sean Cullen,Andrew Guilarte,Gordon Joseph Weiss,Stephen Gregory,Cicely Tyson,Julyza Commodore,Joanna Bonaro,Pietro González,Kola Ogundiran,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Alexandra Cabot,Father Theo Burdett,Elijah Okello,Samuel Mbazzi,Brett Trask,Rajiv,Homeless Man,Dr. Kyle Beresford,Ondine Burdett,Miriam Burdett,Doris DiNuzio,Felipe,Dishwasher,Opening Announcer",Hell
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Stephanie March,Delroy Lindo,Nelson Vasquez,Joanna Merlin,Judith Delgado,Caren Browning,John Ashton,Jeri Ryan,Victor Anthony,Lisa London,Joe Passaro,Jasmin Tavarez,Dawn Yanek,Keith Baker,Rick Younger,Isaiah,Timmy Mitchum,Deirdre Lorenz,Nicole Mangi,Andrea Weston,Aryn Elaine,Sara DeRosa,John Landolfi,Marcus Lovingood,Lil Rhee,Steven Zirnkilton",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Alexandra Cabot,Detective Victor Moran,Mark Ocurro,Judge Lena Petrovsky,Elena Ocurro,CSU Captain Judith Siper,Chief of Detectives,Patrice Larue,Stefan Henriquez,Debra Huggins,Supervisor,Angela Ocurro,Evie,Oswald,David Paige,Tyrone Beckwith,Paul,Detective Nina Gardner,Vicky Hennigen,Nurse,Bushwick Rape Victim,April Silva,Photographer,Luke Occuro,Pedestrian,Opening Announcer",Baggage
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Stephanie March,Hilary Duff,Mike Pniewski,Noel Fisher,Anastasia Barzee,Peter Hermann,Marilyn Torres,Miriam Colon,Mike Doyle,Tonye Patano,David Lipman,Annie Potts,Gail O'Grady,Deidre Goodwin,Tracy Griswold,Ryan Raftery,Indio Melendez,Kent Cassella,Tim Miller,Katie McGee,Todd Faulkner,April Armstrong,Joe Melendes,Tyree Michael Simpson,Antoine Von Boozier",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Alexandra Cabot,Ashlee Walker,Ralph Walker,CSU Tech Dale Stuckey,Monica Stewart,Trevor Langan,Maria Fernandez,Yolanda,Forensics Tech Ryan O'Halloran,Judge Maskin,Judge Arthur Cohen,Sophie Devere,Ruth Walker,Nanny,Uriah Faber,Dennis Faber,Hispanic Male,Uni,Court Clerk,Female Reporter #1,Male Reporter #1,Female Reporter #2,Male Reporter #2,Cop,Park Jogger",Selfish
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Swoosie Kurtz,Carly Schroeder,Ezra Miller,Noel Fisher,Scott Bryce,Kellie Overbey,Alexander Nifong,Mike Doyle,Allison Siko,Geoffrey Cantor,Amir Arison,Bill Winkler,Melinda McGraw,Alex Kingston,Conrad Woolfe,Jennifer Regan,Kelly Kunkel,Nicholas J. Giangiulio,Brian Rogalski,Jimmy Alotta,Shadoe Alan Brandt,Steven Kane,Shannon Fiedler,Gabrielle Senn,Kaitlyn Davis,Ariel Meislin,Chris Miskiewicz",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Judge Hilda Marsden,Kim Garnet,Ethan Morse,CSU Tech Dale Stuckey,Bill Garnet,Mrs. Garnet,Steve Walker,Forensics Tech Ryan O'Halloran,Kathleen Stabler,Ed Mangini,Dr. Manning,Mark Walker,Samantha Copeland,Miranda Pond,Rick Edwards,Janice Morse,Daniela,Mort,Little Pete,Boy #1,Boy #2,Boy #3,Girl #1,Girl #2,Girl #3,Girl #4,Drama Professor",Crush
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Stephanie March,Alan Dale,Jon Patrick Walker,Sprague Grayden,Joe Grifasi,Silas Weir Mitchell,Victor Arnold,Linda Park,Frank Page",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Alexandra Cabot,Judge Joshua Koehler,Tyler Brunson,Pam Galliano,Hashi Horowitz,Owen Walters,Roy Lee Dotson,TARU Tech,Bailiff",Liberties
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Michaela McManus,BD Wong,Tamara Tunie,Dann Florek,Nick Stahl,Noel Fisher,Mike Doyle,Ronald Guttman,Lizette Carrion,Carol Kane,Kelly Bishop,Judith Light,Tim Bohn,Jefferson Slinkard,Kevin Carolan,Helen Highfield,Diane Cossa,Erica Bradshaw,Jacqueline Levasseur,Paul Collins Johnson,Derrick Jones,Roxanne Lee",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Kim Greylek,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Peter Harrison,CSU Tech Dale Stuckey,Forensics Tech Ryan O'Halloran,Edgar Radzinsky,A.D.A. Kristen Torres,Gwen Munch,Julia Zimmer,Judge Elizabeth Donnelly,Jacob Nauss,Alan,Paul,Vicki,Dr. Merrins,Court Clerk,Victim,Coney Island Tourist,DEC,Lawyer",Zebras
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Christine Lahti,Mahershala Ali,Jennifer Ferrin,Geneva Carr,Cherise Boothe,Helmar Augustus Cooper,Wentworth Miller,Chike Johnson,Glenn Turner,Melle Powers,Patrick Ryan Sullivan,Kristopher Kling,Madeline Rhodes,Suzan Perry,J. Paul Nicholas,Angel David,Timothy Booth,Robert Berlin,Shavi Blake,Donshea Hopkins,Matthew F. O'Connor,Rich Campbell,Dawn Ressy",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Executive A.D.A. Sonya Paxton,Mark Foster,Rena West,Katie Harris,Beverly Neal,Malcolm Foster,Detective Nate Kendall,Victor Tate,Willie Boots,Layla Foster,Tom Conlon,Spencer Conlon,Angelina Lupino,Madeleine Stewart,Linden Delroy,Sergeant Juan Carlos,Shane Harris,Meth Head Man,CSU Tech,Six Year Old Girl,Perp,Bus Depot Traveler,Crime Scene Onlooker",Unstable
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Eric McCormack,Christine Lahti,Melissa Farman,Robert Klein,Keith Nobbs,Ryan Woodle,Matt Burns,Leann Hunley,Eloise Mumford,Harvey Atkin,Raushanah Simmons,Sai Lang,Abigail Savage,John Wojda,Cherene Snow,Julie Craig,Gavin Gregory,Albert M. Chan,Danielle Sialiano,Jessica Green,Tim Miller,Paul Marra,Shelby Kovant,Danielle McKee,Perri Pierre,Dylan Jude Sheridan",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Vance Shepard,Executive A.D.A. Sonya Paxton,Chantel Shepard,Dwight Stannich,Ed,Rusty,Owen Cassidy,Joyce Shepard,Vanessa,Judge Alan Ridenour,Lysette Dale,Anu Nayyar,Cat,Don Keefe,Tanya Keefe,Emily Keefe,Transit Uni,Banker,Waitress,Trainer,Court Clerk,Airport passenger,Shopper,Store Employee,Shopper,Male Web Designer",Sugar
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Christine Lahti,Stephen Rea,Deborah Ann Woll,Bobby Campo,Joanna Merlin,John F. O'Donohue,Jabari Gray,Stephen Gregory,Jessica Walter,Glenn Fleshler,Bernadette Quigley,Jo Newman,Samia Akudo,Elizabeth Shepherd,Bruce Faulk,Erica Bradshaw,Nathanael Albright,Alan Altschuler",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Executive A.D.A. Sonya Paxton,Callum Donovan,Lily Milton,Parker Hubbard,Judge Lena Petrovsky,Stevedore,CSU Tech Keegan Timmons,Dr. Kyle Beresford,Petra Gilmartin,Corrections Officer Kravitz,Betty Jean,Tracie,Veronique St. John,Mrs. Donovan,Harbor Patrol Cop,Court Clerk,EMT,Jury Foreperson",Solitary
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Christine Lahti,Scott Foley,Linda Emond,Ned Eisenberg,Georgia Lyman,Amir Arison,Chris McKinney,Tibor Feldman,John Cullum,Chris Bauer,Sai Lang,Tia Dionne Hodge,Elyse Mirto,Joy Suprano,Tod Engle,Dylan Diehl,David Shih,Teresa Woods,Vanessa Kai,Joe Melendes,Derrick 'Phoenix' Thomas,Michele Ammon",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Executive A.D.A. Sonya Paxton,Dalton Rindell,Dr. Emily Sopher,Roger Kressler,Officer Whitney Bowman,Dr. Manning,Mr. Hale,Dr. Kittle,Judge Barry Moredock,Bill Tattenger,Media Tech Anu Nayyar,Linda Peters,Celina Rindell,Rita,Bartender,Glenna Fletcher,Paramedic,Reporter #1,Reporter #2,Reporter #3,Officer Cintron,TV Host",Hammered
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,Rosie Perez,Garret Dillahunt,Jim True-Frost,Cruz Santiago,Mitchell Jarvis,Lindsay Crouse,Joel de la Fuente,Jeri Ryan,Jayne Paterson,Anthony Amorim,Hayley Treider,Happy Anderson,Vincent Gerrard,Leslie Shenkel,Gurdeep Singh,Matt Bogart,Erica Bradshaw,Nathanael Albright,Jeremy Ray Borders,Yaron Urbas",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Eva Banks,Kevin O'Donnell,Thomas Banks,Cory Banks,Tony Accardo,Judge Andrews,TARU Tech Ruben Morales,Patrice Larue,Mary Sachowski,Patrick Sachowski,Liz,Frank,Marty,Old Man,Bodega Owner,Father,Court Clerk,Paramedic,Defendant,Bystander",Hardwired
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Paola Mendoza,Jose Yenque,Juan Carlos Hernández,Christofer de Oni,Joel de la Fuente,Jabari Gray,Vincent Spano,Wade Mylius,Chris Santangelo,Richie Allan,Alexander Chulo Cuesta,Messeret Stroman,Walter Mudu,Muriel Hurtado Herrera,Hector Lincoln,Christopher Stadulis,Hal Sherman,Jeffrey Mowery,Rosemary Howard",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Terri Banes,Manuel Rojas,Michael Garcia,TARU Tech Ruben Morales,CSU Tech Keegan Timmons,FBI Agent Dean Porter,Murray,Pete,Landlord,Edwardo,Safe Deposit Clerk,Lot Manager,Ramona Rodriguez,Carlos Martinez,Port Authority Uni Bedford,PAPD Lt. Webber,Airplane Passenger,CSU Photographer",Spooked
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,James Frain,Ryan Kelley,Maddie Corman,James Colby,Joseph Adams,Joel de la Fuente,Justine Ezarik,Victor La Mantia,Roberto Cabrera,Diane Cossa,Emily Morden,Mani Yarosh,Gerard Catus,Katherine Hughes,Laura Jean",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Martin Gold,Enzo Cooke,Terri Dunne,Greg Dunne,Ramsey Vickers,TARU Tech Ruben Morales,A.J. Dunne,Richard Biggs,Dr. Alberto,Dr. Merrins,Jenna,Heather,Deputy Mayor Fordyce,Tina,ASP Teen",Users
