actor,cast_ranking,character,episode_name
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Bradley Whitford,Samantha Mathis,Celia Keenan-Bolger,Emma Bell,Aida Turturro,Godfrey,Clare Foley,Kate Shindle,Julyana Soelistyo,Keidrich Sellati,Jeffrey Tambor,Donal Logue,Ann Curry,Geraldo Rivera,Gonzalo Vargas,Nicole Sudhaus,Jacob Wallach,Elizabeth Ward Land,Danielle Guldin,Francis Dumaurier,Pablo Gonzalez,Hettie Barnhill,Daniel Bartkewicz,Scott Eliasoph,Allan Kendall,Burton Mazzone,Inna Muratova,Nina Rosenthal,Isaiah Seward",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Frank Maddox,Catherine Summers,Mavis Summers,Rose Summers,Judge Felicia Catano,Adam Church,Chelsea Summers-Maddox,Julianne,Dohna,Daniel Summers-Maddox,Lester Cohen,Lieutenant Declan Murphy,Ann Curry,Geraldo Rivera,Fontana,Brie,PA,Juliet,Female Detective,Translator,Pimp,Jury Foreperson,Cameraman,Court Room Gallery,TV Production Assistant,Paparazzo Reporter,TV Reporter,70s Dancer,Cameraman",Reasonable Doubt
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Donal Logue,Nia Vardalos,Brian Baumgartner,Laura Benanti,Kate Blumberg,Welker White,Sharon Washington,BD Wong,Joshua Malina,Kimiko Glenn,Stephen C. Bradbury,Alison Fernandez,Anne Carney,Jason Iannacone,Rory Duffy,Diomargy Nuñez,Helen Brackel,Lashawn Garnes,Demingo Graham,Samantha Hlavacek,Anita Soto",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Lieutenant Declan Murphy,Minonna Efron,Gordon Montlieff,Maria Grazie,Mrs. Wilkes,Paula Walker,Judge Hayes,Dr. George Huang,Simon Wilkes,Lily Deng,Judge Colin McNamara,Zara Amaro,Jury Foreperson,Uni #1,Uni #2,Uni #3,Child,Media Reporter in Gallery,Prisoner,Little girl in park,Juror",Thought Criminal
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Richard Belzer,Emma Greenwell,Peter Hermann,Raza Jaffrey,Jessica Phillips,Michael Potts,Jason Cerbone,Gavin-Keith Umeh,Kate Blumberg,Jayne Houdyshell,Michael Mastro,Raushanah Simmons,Edwin Lee Gibson,Donal Logue,Joshua Malina,Karl Miller,Sonia Manzano,Sara Contreras,Karen Christie-Ward,Thedra Porter,Diomargy Nuñez,Geeta Pereira,Shana Solomon,Rob Morgan,Reid Harris Cooper,Joe Fionda,Allicia Gittens,Barbie B. Lange,Amelie McKendry,Ashley North,Alex Parada",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,John Munch,Ellie Porter,Trevor Langan,A.D.A.,A.D.A. Pippa Cox,Sergeant Cole Draper,Lorenzo Desappio,Little Tino,Mrs. Wilkes,Judge Ruth Linden,Judge Serani,A.D.A.,Orton Freeman,Lieutenant Declan Murphy,Simon Wilkes,Hans Erhard,Judge Gloria Pepitone,Alminia Aguilar,Sister IAD,Chantal Jackson,Officer Sanchez,Hooker #1,Hooker #2,Homeless Guy,Convict,Detective,Inmate,Ellie Lineup 2,Ellie Lineup 1,Prisoner,Little Tino Line Up #4",Spring Awakening
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Peter Scanavino,Manny Perez,Lenny Venito,Gavin-Keith Umeh,Lobo Sebastian,Emma Greenwell,Michael Kostroff,Laura Gómez,Amina Robinson,Alexa Mansour,Jayne Houdyshell,Bronwyn Reed,Sara Contreras,Chelsea Lopez,Maria Rivera,Ciara Renée,William Oliver Watkins,Angel Romero,Cara D'Adamo,Larry Nuñez,Gracemarie Loretta,Jeremy Sample,James Zeiss",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Dominick Carisi Jr.,Angel Perez,John Gatto,Little Tino,Joaquin Menendez,Ellie Porter,Evan Braun,Selena Cruz,Officer D'Bora Maresko,Luna Garcia,Judge Ruth Linden,Lucy Huston,Alminia Aguilar,Missy Brooks,Carmen,Señora Perez,Uni,Miguel,Agent Suarez,Diego Ramirez,Latina Girl,Selena's Driver,Shooting Witness",Girls Disappeared
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Teri Polo,Peter Scanavino,Henry Simmons,Elizabeth Marvel,Kelley Missal,Myk Watford,Sandy Duncan,Stacy Keach,Al Trautwig,Lakisha May,Patricia Noonan,Dillon Mathews,Doris McCarthy",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Cordelia Bauer,Dominick Carisi Jr.,Shakir Wilkins,Rita Calhoun,Carla Gannon,Captain Sam Reynolds,Judge Virginia Farrell,Orion Bauer,Himself,Tiana Raynes,Macie-Lynn Pearce,NYPD Cop /             Customer,'Selfie' Wife",American Disgrace
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,Peter Scanavino,Stevie Lynn Jones,Dana Wheeler-Nicholson,Robert John Burke,Dennis Boutsikaris,Aida Turturro,Tabitha Holbert,Gary Milner,Drigan Lee,Bronwyn Reed,Ron Rifkin,Linda Emond,Brian d'Arcy James,Hoda Kotb,Josh Saviano,Kaitlyn Bausch,Jonathan Marballi,Mark Boyett,Tommy Nelson,Jazmyn Richardson,Terri Douglas,Bradley Dubow,Skyler Dubow,Brian Kirn,Dorothy Lennox,Spencer Meador",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Dominick Carisi Jr.,Tensley Evans,Donna Evans,Ed Tucker,Jim Durant,Judge Felicia Catano,A.D.A. Rose Caliay,Dennis George,Brody Clark,Lucy Huston,Marvin Exley,Dr. Emily Sopher,Adam Brubeck,Hoda Kotb,Don Taft,Maude Peterson,Officer Tommy Ryan,Tom Miller,Gregory Miller,Janae,Noah Benson,Noah Benson,Gallery Member,Pool Party Girl,A.O.C. Productions Tech",Producer's Backend
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Raúl Esparza,John Karna,Joe Urla,Antoinette LaVecchia,Nicole Balsam,Sarah Clements,Katie Henney,Christine Toy Johnson,Bronwyn Reed,Migs Govea,Peter Gallagher,Thedra Porter,Emilie Miller,Ann Arvia,Daniel Morgan Shelley,Charlë Webb,Elanna White,Katie Hayek,Max Elk,Charlotte Durkee,Jerry DiLeo,Guy Sparks,Roger Brenner,Jennifer Dong,Denise Scilabra,Joseph Anthony Sudol,Lily Winchester",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Rafael Barba,Holden March,Thomas Eldridge,Adriana March,Haley Morton,Gwen Young,Jean Asher,Dr. Celia Lee,Lucy Huston,Catignano's Restaurant Manager,William Dodds,Chantal Jackson,Mrs. Syncovich,Principal,ESU Officer,Janelle,Betty,Leah Simms,John Brewer,Student,Police Officer,Chief Dodds Aide,FDNY /             EMT,High School Student,Police Officer,Wedding Photographer,Girl on Gurney",Holden's Manifesto
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Hannah Marks,Delaney Williams,Kathleen Chalfant,Max Ehrich,Casey Thomas Brown,Harry Zittel,Richard T. Jones,Peter Gallagher,Emily Donahoe,John Leonard Thompson,Jonathan Strauss,Karl Jacob,Polly Adams,Christina Cabral,Clinton Clark,Donald Dash,Macy McNamara,John Mitchell,William Andrew Brewer,Luke Lesko,Denise Scilabra",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Evie Barnes,John Buchanan,President Roberts,Daniel Pryor,Matt Cooper,Justin Adams,Judge Oscar Briggs,William Dodds,Lisa Barnes,Bob Barnes,Producer,Nate,Jury Foreperson,Student,Production Assisstant,Drew,Daniel Pryor's Girlfriend,Court Officer,Adult Film Director,Pornstar,Evie's Makeup Artist",Pornstar's Requiem
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Will Harris,Jessica Phillips,Chloe Csengery,Mina Sundwall,Oona Laurence,Stephanie Kurtzuba,Tricia Paoluccio,Griffin Matthews,Jeanine Bartel,Dashiell Eaves,Jayne Houdyshell,Yvonna Kopacz Wright,Joanne Baron,Tony Campisi,Matthew Montelongo,Jodie Lynne McClintock,Chetna Goel,Joe Loffreno,Keith Mackler",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Charlie Dorsey,A.D.A. Pippa Cox,Perry Gilbert,Mia Harris,Zoe Harris,Joan Harris,Robin Thornhill,Leslie Connolly,Barbara Gilbert,Sgt. Kevin Donlan,Judge Ruth Linden,Dr. Darby Wilder,Counselor Diane Schwartz,Counselor Steve Roth,Rick,Nancy Ernst,Kid Patient,Nurse,Glasgowman Suspect",Glasgowman's Wrath
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Lou Taylor Pucci,Danny Mastrogiorgio,Mark H. Dold,Isabel Shill,Frank Deal,Donnetta Lavinia Grays,Sophia Bush,Jesse Lee Soffer,Jason Beghe,Sal Rendino,Christian Goodwin,J. T. O'Connor,Paul Mauriello,Martin Markaj,Joshua Warr,Brandon Curry,Adrian Bond,Jerry DiLeo,William Richards,Joy Flowers,Nick Hentsch,Frank Holley,Ismaelpeter Casillas Nelson,Justin Sams,Johnny Sibilly,C.J. Velasquez",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Teddy Courtney,George Turner,Bob Clinton,Jocelyn Cerpaski,FBI Agent O'Connell,Linda Bagley,Erin Lindsay,Jay Halstead,Hank Voight,Deputy Warden Barberi,Henry Thorne,Don,Daddy Bear,Justine,GQ,Shadowy Figure,Forensic Photographer,Police Officer,Young Teddy,College Student,Student,CSU photographer,Skinny Teenager,Peir Kid 1,Drag Queen,Pier Person",Chicago Crossover
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Meagan Good,Elizabeth Marvel,Leslie Odom Jr.,Jefferson Mays,Jeb Brown,Korey Jackson,Lisa Kron,David Dinkins,Chad L. Coleman,Hoda Kotb,Ian O'Malley,Nik Walker,Brian Richardson,Sebastien J. Antoine,Emily Whitcraft Baden,Denise Scilabra,Patrick Devaney,Natalie Henriquez,Ashley North,Marc Pip,Ari Werlein,James Zeiss,Holly Zuelle",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Paula Bryant,Rita Calhoun,Reverend Curtis Scott,Dr. Carl Rudnick,Sgt. Gerbic,Brian,Judge Robin Schaeffer,Judge Chet Baker,A.J. Martin,Hoda Kotb,League Official,Former Teammate,Jury Foreperson,A.J. Martin, Jr.,Defense Attorney with Client,Police Officer,Red Carpet Security Guard,Footballer's Wife,Passerby,Detective,Courtroom Observer,Lawyer,Basketball Wife",Spousal Privilege
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Harry Hamlin,Jayne Houdyshell,Peter Hermann,Jordan Lage,Samantha Futerman,Myk Watford,Michael Kostroff,Lou Martini Jr.,Lizzy DeClement,Bronwyn Reed,Kelly Briter,Josh Pais,Peter Gallagher,Thedra Porter,Susan Louise O'Connor,Ebonee Noel,Ras Enoch McCurdie,Madeleine Yen,Sydney Lucas,John Thomas Cramer,Julia Kelly,Tim Hardiman,Scott Eliasoph,Dillon Mathews,Guy Sparks,Devin Zamir Coleman,Donovan Pierre Coleman,Denise Scilabra",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Chief Charles Patton,Judge Ruth Linden,Trevor Langan,Albert Beck,Annie Lin,Captain Sam Reynolds,Evan Braun,Dr. Joseph Conklin,Beth Burns,Lucy Huston,A.D.A. Bartell,Hank Abraham,William Dodds,Chantal Jackson,Lauren Burns,Ashley Miller,Usain,Nina Carr,Ryann Catalano,Mike Catalano,Jennifer Catalano,Inspector Hardiman,Video Camera Press,Lieutenant,Chief Dodds Aide,Child,Child,Police Officer",Pattern Seventeen
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Harry Hamlin,Dreama Walker,Delaney Williams,Becky Ann Baker,Myk Watford,Jenna Stern,Yvonna Kopacz Wright,Peter Gallagher,Mike Massimino,Brian Michael,Audrey Ellis Fox,Leigh Ann Karetas,Alexis Eileen Murphy,Nancy Ellen Shore,Yvonne Strumecki,James Zeiss",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Deputy Chief Charles Patton,Detective Reese Taymor,John Buchanan,Vivienne Patton,Captain Sam Reynolds,Judge Elana Barth,Dr. Darby Wilder,William Dodds,ConElectric Worker #1,ConElectric Worker #2,Ellie Baron,Bartender,Restaurant Patron,Courthouse Visitor,Background,Atlanta Detective",Forgiving Rollins
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Shiloh Fernandez,Jeremy Jordan,Madison Grace,Jack Noseworthy,Jolly Abraham,John Pankow,Patti LuPone,Carolyn Baeumler,Joel Brady,Kareem Savinon,Stephen C. Bradbury,Teresa Moore,Joselin Reyes,Carsey Walker Jr.,Eric Meyers,Tommy McInnis,Madelyne Rose Schmitt,Frisco Cosme,Brooke Kaitlyn Dawson,Nancy Schmitt Farkas,Courtney Leigh Goodwin,Alexis Eileen Murphy,Chris Tera",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Scott Russo,Skye Adderson,Madison Baker,Matt Baker,Dr. Patel,Lenny Simmons,Lydia Lebasi,Ivy Baker,Officer Nolan,Turrentine,Judge Colin McNamara,Catalina Soren,EMT #1,LMZ Guy #2,LMZ Guy #1,EMT 2,Teenage Fan,Inmate,Teenage Fan,Woman in Wheelchair,Screaming Fan,Restaurant Patron,Photographer Assistant",Agent Provocateur
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Armand Assante,Joseph Lyle Taylor,Robert John Burke,Daniel Zacapa,April L. Hernandez,Aida Turturro,Nancy Ticotin,Katty Velasquez,Ivan Hernandez,Nikki M. James,Caris Vujcec,J. Bernard Calloway,Alison Fernandez,Clay Drinko,Samantha Jones,Jerry DiLeo,Tioka Bernard Schluter IV,Meg Scanlon,Louis Troche,Ari Werlein",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Nicolas Amaro,Mickey D'Angelo,Ed Tucker,Luis Nuñez,Sonya Amaro,Judge Felicia Catano,Cesaria Amaro,Gabriella Nuñez,Javier Arenas,Detective Gail Dunbar,Detective Louise Campesi,EMT Himes,Zara Amaro,Rab Convers,Jury Forewoman,Police Officer,Bar Patron,Stenographer,Hospital Patient,Bar Attendee",Padre Sandunguero
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Paul Adelstein,Eva Kaminsky,Jamie McShane,Haley Lu Richardson,Michael Mastro,Jason Cerbone,Kamal Angelo Bolden,Jacqueline Hendy,Gayatri Bahl,Catrina Ganey,Patricia R. Floyd,Erik Alex Cruz,Samuel Gomez,Fred Tolliver Jr.,Vanessa Bartlett,Sarah Elizabeth Grace,Elizabeth Loyacano,Celestine Rae,Anya Whelan-Smith,Frankie Zing,Nancy Schmitt Farkas,Lynn Marocola,Nicholas Marocola,Denise Scilabra",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Dr. Neil Alexander,Marcy Davis,Luke Davis,Jenna Davis,Judge Serani,Lorenzo Desappio,Jerome Jones,Attorney Crane,Jiya Alexander,Ermil,Louise,Russell,Leroy,Donald,Carol,Marcia,Nia,Bridget,Portia,Security Guard,Nanny in Wheelchair,Police Officer,Police Officer,Police Officer",Decaying Morality
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Mouzam Makkar,Peter Mark Kendall,Griffin Matthews,Logan Paul,Susannah Flood,Adam Scarimbolo,Jefferson White,Toby Turner,Jack Vale,Bill Irwin,Andrew MacLarty,James Ciccone,Juliet Adair Pritner,Bruce Faulk,Kelly Evans,Luke Marinkovich,Evan Jay Newman,Anthony C. Mazza,Josh Daniels,Trevor Zhou,J. Clint Allen,George V. Andreakos,Juan Burton,Richard Cline,Jennifer Dong,Joe Fionda,Michael Harkins,Renan Kanbay,Keith Mackler,Lynn Marocola,Nicholas Marocola,Ashley North,And Palladino,Denise Scilabra,Elliot Stevens,James Zeiss",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Raina Punjabi,Steven Kaplan,Leslie Connolly,Ryan,Sarah Keller,Accomplice Security Guard,Gary,Game Host,Himself,Dr. Peter Lindstrom,Zachary Carter,Peter O'Neil,Marissa Rossi,ESU Commander,Reporter,Anthony Rossi,Pierce,ESU Officer #1,ESU Officer #2,Douchey Guy,Laser Pointer Guy,Police Officer,Police Officer,Competitive Gamer,Comic Con Attendee,Lineup Guy #2,ESU Officer,Co-worker,Gamer,Police Officer,Police Officer,Video Gamer,Gaming Fan,Police Officer,Gamer,Office Clerk",Intimidation Game
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Lili Taylor,Amanda Warren,Charles Halford,Nikki M. James,Laura Gómez,Jas Anderson,Jay Patterson,Bronwyn Reed,Justin McCarthy,Derrick Baskin,Jamila Velazquez,Danika Yarosh,Emily Althaus,Tamara Tunie,Donal Logue,Josh Saviano,Danielle Burgess,Candice Gordon,D.K. Bowser,Shannon Garland,Jane Beaird,Jennifer Dong,Denise Scilabra",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Martha Thornhill,Tracy,Johnny Drake,Detective Gail Dunbar,Selena Cruz,Timmer,Judge Evans,Lucy Huston,Officer,Detective Cash Gillette,Pilar Morenas,Ariel Thornhill,Jessie,Dr. Melinda Warner,Lieutenant Declan Murphy,Don Taft,Nina Soren,Federal Prosecutor Amy Lynch,Frank,Officer Denise Legrange,Girl in Basement - U5,Timmer Girl,Police Officer",Undercover Mother
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Marcia Cross,Mercedes Ruehl,Emily Bergl,Susan Pourfar,Jefferson Mays,Kate Jennings Grant,Michelle Hurst,Anne Betancourt,Jennifer Van Dyck,Sharon Washington,Steven Shaw,Sandy Duncan,Susie Essman,Robert Vaughn,Jason Bowen,Chris Harnick,Drew Grant,Jody Lee Bradley,Brian Hopson,Devin Zamir Coleman,Donovan Pierre Coleman,Samantha Lee Johnson,Denise Scilabra",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Charmaine Briggs,Lucia Barba,Judith Briggs,Delilah Briggs,Dr. Carl Rudnick,Judge Marian Adams,Ms. Thwaites,Catalina Diaz,Dr. Brenda Tedroe,Judge Hayes,Fred Worth,Judge Virginia Farrell,Arlene Heller,Walter Briggs,Devon Wallace,Reporter #1,Reporter #2,Reporter,Detective,Child,Child,Hooker in Courtroom,Police Officer",December Solstice
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Molly Price,Michael Chernus,Marin Ireland,Joseph Lyle Taylor,Chris McKinney,Ami Brabson,Biniam Tekola,Sean Patrick Folster,Danny Rivera,Christian Frazier,Devin Zamir Coleman,Donovan Pierre Coleman,Patrick Devaney,Agron Karameti,Lynn Marocola,Nicholas Marocola,Rich Petrillo,Denise Scilabra",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Donna Marshall,Tommy Sullivan,Bella Carisi,Mickey D'Angelo,Ralph Kessel,Judge Karyn Blake,Jordan Dolphy,Court Officer,Mover,Parole Officer,Child,Child,Parole Officer,Clerical,Police Officer,Police Officer,Parole Officer,Police Officer",Parole Violations
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Rob Morrow,Laura Fraser,Delaney Williams,Ally Ioannides,Kathleen Chalfant,Derek Klena,Josh Caras,Derek Goh,Jenna Wolfe,Sonia Manzano,David Rossmer,Tessa Hope Slovis,Marley Ficalora,Mark Friedman,Phil E. Eichinger,Dawn Yanek,Meghan Leathers,Ruari Fay,Lynn Marocola,Nicholas Marocola,Alexandra Rizk Keane,Denise Scilabra,Kathleen Wilce,James Zeiss",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Skip Peterson,Professor Jessica Dillon,John Buchanan,Heather Manning,President Roberts,Connor Howell,Lance Biscone,Brian Mackey,Herself,Judge Gloria Pepitone,Ross Wolf,Goth Girl,Zach Franklin,Counselor Parnes,Paparazzo,Reporter,Jane,Bill,Police Officer,Policeman,Passerby,Police Officer,Parent,Campus Security Guard",Devastating Story
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Missi Pyle,Hari Dhillon,Jefferson Mays,Aida Turturro,Julie Lauren,Marla Sucharetza,David Margulies,Christine Toy Johnson,Bronwyn Reed,Susie Essman,Emily Dorsch,Tony Campisi,Stephen C. Bradbury,Jaden Matthew Rodriguez,Kate MacCluggage,Evan Daves,Hayden Tweedie,Lois Robbins,Jack Garrity,Dante Palminteri,Jackson Stenborg,Joy Lynn Pringle,Dante Bruzzese,Cliff Samara,Claudia Bloom,Bradley Dubow,Skyler Dubow,Felicia Greenfield,Christian Dimarzio,Abby Rain Heiser,Samantha Lee Johnson,Lynn Marocola,Sebastian Marocola,Jalesia Martinez,Vincent Paolicelli,Mikey Robins,Denise Scilabra,Ian Volandt",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Trudy Malko,Attorney Varma,Dr. Carl Rudnick,Judge Felicia Catano,Mia Biel,Mrs. Harrington,Dr. Eric Setrakian,Dr. Celia Lee,Lucy Huston,Arlene Heller,Principal Hannah Schwartz,Counselor Steve Roth,Judge Colin McNamara,Gil Mancheno,Colleen Dole,Gabriel Dole,Savannah Biel,Jillian McAdams,Michael Boylan,Leo McAdams,Jaden Boylan,Chloe Harrington,Larry Heller,Jury Foreperson,Tribeca Mom,Noah Benson,Noah Benson,Gigi Lewis,Hudson Cuesta,Student,Hooker,Police Officer,Student,Student,Student,High School Student,Squad Room Officer,Pediatric Patient",Granting Immunity
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Jason Beghe,Sophia Bush,Jesse Lee Soffer,Dallas Roberts,Stella Maeve,Jenna Stern,Mary Bacon,Jacqueline Hendy,Jen Ponton,Marina Squerciati,Brian Geraghty,Tamara Tunie,Darryl Knight,P.J. Powers,Rachel Neiheisel,Ozzie Stewart,Aja Frary,Fiona Horrigan,Reid Jenkins,Kevin Medina,Scott Eliasoph,Phoebe Jenkins,Lynn Marocola,Nicholas Marocola,Denise Scilabra",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Hank Voight,Erin Lindsay,Jay Halstead,Greg Yates,Nadia Decotis,Judge Elana Barth,Susie Frain,Attorney Crane,Layla,Kim Burgess,Sean Roman,Dr. Melinda Warner,Bo,Glen,Renee Walden,Lisa,Nila Green,Forewoman,Layla's Baby,Cadet,Juror,Layla's Baby,Police Officer,Police Officer,Squad Room Officer",Daydream Believer
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Andre Braugher,Dann Florek,Samira Wiley,Glenn Plummer,Leslie Odom Jr.,Nick Sandow,Vincent Curatola,Kia Goodwin,Robin de Jesus,Julie Halston,Donna Mitchell,Robert Sean Leonard,Timmy Mitchum,Jeff Talbott,Adrian Matilla,Paul Borghese,Sharon Gee,Liz Celeste,Jay Patterson,Devin Zamir Coleman,Lynn Marocola,Nicholas Marocola,Denise Scilabra,Jay Viera",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Bayard Ellis,Donald Cragen,Michelle Thompson,Derek Thompson,Reverend Curtis Scott,Det. Ted McCormack,Judge Al Bertuccio,Audrey Thompson,Jose Silva,Cassie Muir,Judge E. Kearns,A.D.A. Kenneth O'Dwyer,Will Thompson,Reverend,Correction Officer,Bailiff,Forewoman,Church Lady,Federal Judge William Evans,Child,Police Officer,Police Officer,Squad Room Officer,Church Goer",Perverted Justice
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Brooke Bloom,Robert John Burke,Frankie J. Alvarez,Carmen Cabrera,Steve Rosen,Kaeden Ruparel,Navid Negahban,Nancy Nagrant,Toni D'Antonio,Lauren Elder,Amy Tribbey,Jessie Barr,Edmerald Gan,David Mason,Reggie Alvin Green,Judy Nadel,Josh Elliott Pickel,Michael DeBarge,Abigail Friend,Casey Krehbiel,Reese Marino-Adkins,Lynn Marocola,Jonathan O'Reilly,Jesse VanDerveer",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Dana Farhidi,Ed Tucker,Javier Rojas,Fabiana Caldera,Public Defender Guthrie,Owen Farhidi,Sam Farhidi,Linda,Principal Jo-Ann Stanwick,Mrs. Dugan,Dr. Naomi Grodman,Yanina,Diego,Roy,Clyde,Student,Student,Court Officer,Student,Clerical,Owen Look-Alike,Police Officer,Bennet,Playground Child",Parents' Nightmare
"Mariska Hargitay,Danny Pino,Kelli Giddish,Ice-T,Peter Scanavino,Raúl Esparza,Robert John Burke,Peter Hermann,Michael Kostroff,Jefferson Mays,Jenna Stern,Jayne Houdyshell,Laura Gómez,Charles Halford,Jas Anderson,Jamila Velazquez,Danika Yarosh,Emily Althaus,Bronwyn Reed,Lili Taylor,Thedra Porter,Danielle Burgess,Sipiwe Moyo,Joselin Reyes,Sadie Scott,Zena Woody,Ari Groover,Kyanna Simone Simpson,Wendy Gutierrez,Mario D'Leon,Adrian Matilla,Chazz Menendez,Ryan Quinlan,Bradley Dubow,Martin Fisher,Roger Brenner,Devin Zamir Coleman,Donovan Pierre Coleman,Lyric Cunningham,Michael DeBarge,Madison Mcfarlane,Steve Weir,James Zeiss",,"Olivia Benson,Nick Amaro,Amanda Rollins,Odafin Tutuola,Dominick Carisi Jr.,Rafael Barba,Ed Tucker,Trevor Langan,Evan Braun,Dr. Carl Rudnick,Judge Elana Barth,Judge Ruth Linden,Selena Cruz,Johnny Drake,Timmer,Pilar Morenas,Ariel Thornhill,Jessie,Lucy Huston,Martha Thornhill,Chantal Jackson,Nina Soren,Officer Fox,Paramedic #1,Elena Mays,Tanya Mejia,Juliette,Laura,CO Stella Lopez,CO Jerez,Officer Gomez,Pimp,Court Officer,Noah Porter,Juror #3,FDNY /             EMT,Child Visting Jail,Child,Prison Visitor,Court Officer,Daycare Kid,Court Stenographer,Courtroom Reporter",Surrendering Noah
